# Solar spectral irradiance, Thuillier baseline + Kitt Peak lines.
# High resolution.
# Col 1: wavenumber [cm^-1]
# Col 2: spectral irradiance [W m^-2 um^-1]
#
# Paul Tol (SRON), 26 April 2010
#
5899.99316	215.4142620812825
5900.00293	215.2059232591634
5900.01221	215.0708394851277
5900.02148	215.252647608269
5900.03125	215.3913812983001
5900.04053	215.4330686355322
5900.05029	215.4877285260963
5900.05957	215.4000704351246
5900.06885	215.1959998929361
5900.07861	215.0674180140661
5900.08789	215.007782969889
5900.09766	215.1055592049747
5900.10693	215.3326453027535
5900.11621	215.273010632151
5900.12598	215.0150785203271
5900.13525	215.1408428391241
5900.14502	215.4197115846799
5900.1543	215.3083362779556
5900.16357	215.1732451121568
5900.17334	215.2947393299062
5900.18262	215.2243239801552
5900.19238	215.0655550446352
5900.20166	215.355170463331
5900.21143	215.6965676951623
5900.2207	215.5506957407691
5900.22998	215.3293670341958
5900.23975	215.4120585982809
5900.24902	215.5248943424679
5900.25879	215.4760758203279
5900.26807	215.3840998480742
5900.27734	215.3869838382258
5900.28711	215.476145040862
5900.29639	215.4445349379425
5900.30615	215.3655311935064
5900.31543	215.4115354611855
5900.32471	215.6192383298671
5900.33447	215.7709248256232
5900.34375	215.4525684264524
5900.35352	215.24204832756
5900.36279	215.3225484502226
5900.37207	215.2154767114994
5900.38184	215.0071097130048
5900.39111	215.087609964012
5900.40088	215.2651716962367
5900.41016	215.2723687319735
5900.41992	215.2019856932643
5900.4292	215.1013796784406
5900.43848	215.0093972777212
5900.44824	215.1071864415867
5900.45752	215.151036602576
5900.46729	215.1776768652166
5900.47656	215.4306681830658
5900.48584	215.48098829646
5900.49561	215.3372973204971
5900.50488	215.4005534555714
5900.51465	215.5630311839251
5900.52393	215.4839845579639
5900.5332	215.303598022058
5900.54297	215.2396815884813
5900.55225	215.1563208305691
5900.56201	215.032030128753
5900.57129	215.0500081782267
5900.58057	215.1348279018622
5900.59033	215.0622843935303
5900.59961	214.8905178303663
5900.60938	214.8352234031761
5900.61865	214.9459174145793
5900.62842	215.0976195831447
5900.6377	215.1651916394225
5900.64697	215.1982637115438
5900.65674	215.2486252551668
5900.66602	215.1997613619077
5900.67578	215.0625285215754
5900.68506	215.0869765734823
5900.69434	215.2149256719509
5900.7041	215.114348244926
5900.71338	214.8433860840244
5900.72314	214.6500862090606
5900.73242	214.4481221773093
5900.7417	214.2245937561425
5900.75146	214.2059511012966
5900.76074	214.2153029304788
5900.77051	213.8322415701451
5900.77979	213.2464437797051
5900.78906	212.9927179937941
5900.79883	213.1293287667444
5900.80811	213.3435312101706
5900.81787	213.4499543601565
5900.82715	213.5369334731266
5900.83691	213.8460578485857
5900.84619	214.3837239419575
5900.85547	214.7790716615765
5900.86523	214.8553123058794
