# Earth spectral radiance at high resolution.
# Using molecular database HITRAN2008 and AFGL atmospheric profile US Standard
# with CO2 and CH4 scaled to total column number densities
# 8.27*10^21 cm^-2 and 3.8*10^19 cm^-2, respectively.
# Col 1: wavelength [um]
# Col 2-4: spectral radiance [W m^-2 um^-1 sr^-1] at nadir
# Col 2: solar zenith angle 70 degrees, albedo 0.05
# Col 3: solar zenith angle 10 degrees, albedo 0.05
# Col 4: solar zenith angle 10 degrees, albedo 0.75
#
# Paul Tol (SRON), 26 April 2010
#
1.58900	1.338909474088355	3.859099349242783	57.88649023864174
1.58901	1.324598169460941	3.819377475773375	57.29066213660063
1.58902	1.2951361530024	3.73730343154172	56.0595514731258
1.58903	1.246536544319336	3.600344810239979	54.00517215359967
1.58904	1.162242757108719	3.356915674529417	50.35373511794125
1.58905	1.06479866775106	3.076920735830443	46.15381103745663
1.58906	1.042339632892582	3.02001894901638	45.3002842352457
1.58907	1.113374156960997	3.242091725281076	48.63137587921614
1.58908	1.219225995829152	3.528729905529029	52.93094858293542
1.58909	1.267863198535589	3.660870321024652	54.91305481536977
1.58910	1.285993056894492	3.709817774058153	55.64726661087229
1.58911	1.289207753941944	3.718034947959126	55.77052421938689
1.58912	1.287601630766494	3.71432765254045	55.71491478810674
1.58913	1.276158916132689	3.685266951864342	55.27900427796513
1.58914	1.263408405669348	3.649511623393044	54.74267435089565
1.58915	1.25111679650351	3.610944251731421	54.16416377597131
1.58916	1.233510189997009	3.556075353073913	53.34113029610869
1.58917	1.211200272102987	3.490354669524198	52.35532004286297
1.58918	1.179938690354837	3.399595229245047	50.9939284386757
1.58919	1.133684674131195	3.265988067361675	48.98982101042513
1.58920	1.065630158296517	3.069747098926383	46.04620648389573
1.58921	1.010095854089686	2.909657240751214	43.64485861126821
1.58922	1.002769033780428	2.888506258120953	43.32759387181429
1.58923	0.9757440102415957	2.810623231720773	42.1593484758116
1.58924	0.9293560402818883	2.676999760049335	40.15499640074003
1.58925	0.8684688580053822	2.501663932104985	37.52495898157477
1.58926	0.7761902285412363	2.235815748263041	33.53723622394561
1.58927	0.6311720260428501	1.818091046502514	27.27136569753771
1.58928	0.5406200695831554	1.557264482650547	23.3589672397582
1.58929	0.5972906564611012	1.720540689372263	25.80811034058394
1.58930	0.7563533380272373	2.178824617003441	32.68236925505161
1.58931	0.8642922944870739	2.489986007860747	37.34979011791121
1.58932	0.9346719250874896	2.692938470534611	40.39407705801916
1.58933	0.9924901847890436	2.859581979494017	42.89372969241026
1.58934	1.042381169448631	3.003737454497944	45.05606181746916
1.58935	1.082918365743867	3.122319418735264	46.83479128102896
1.58936	1.114148308646606	3.211457467677852	48.17186201516777
1.58937	1.126746086452237	3.247734173264015	48.71601259896022
1.58938	1.11638166553733	3.218388943182841	48.27583414774261
1.58939	1.119936347767067	3.229617129010366	48.44425693515549
1.58940	1.168500450166002	3.371458697916443	50.57188046874664
1.58941	1.221660266268373	3.528140324658657	52.92210486987986
1.58942	1.250663869534416	3.617978383496509	54.26967575244764
1.58943	1.263260512377064	3.663697252620802	54.95545878931201
1.58944	1.274738054842063	3.701491077321068	55.52236615981601
1.58945	1.293679276342668	3.74819654100524	56.2229481150786
1.58946	1.3084402768736	3.782487328590557	56.73730992885835
1.58947	1.318614417462874	3.806875051137864	57.10312576706795
1.58948	1.327317066846481	3.829253231149177	57.43879846723763
1.58949	1.325688649189535	3.823099402480003	57.34649103720004
1.58950	1.326986679280637	3.825917565551384	57.38876348327075
1.58951	1.33444773695308	3.846947480015274	57.70421220022911
1.58952	1.33574720271965	3.850579205560006	57.75868808340008
1.58953	1.320762864394494	3.807654258208589	57.11481387312883
1.58954	1.273973072280265	3.673757835543534	55.10636753315299
1.58955	1.210242113745402	3.490607680794926	52.35911521192388
1.58956	1.225413977426112	3.535556101923596	53.03334152885393
1.58957	1.293449213762382	3.731796276349196	55.97694414523793
1.58958	1.329519559104759	3.837583954038156	57.56375931057233
1.58959	1.343731159395763	3.882124937371298	58.23187406056947
1.58960	1.345856056452362	3.894925233732308	58.42387850598462
1.58961	1.333781538251266	3.872654966521861	58.08982449782791
1.58962	1.31243260887591	3.833705757766986	57.50558636650479
1.58963	1.29449981077189	3.779845512576491	56.69768268864736
1.58964	1.271631772757561	3.698630934463484	55.47946401695226
1.58965	1.221017278493576	3.544282323096711	53.16423484645066
1.58966	1.10874357039395	3.227832238263582	48.41748357395375
1.58967	0.9935163368779169	2.878012688284288	43.17019032426433
1.58968	0.9483679952630353	2.74023266020556	41.1034899030834
1.58969	1.043742248764547	3.012305027249915	45.18457540874872
1.58970	1.123972224345663	3.241963592176147	48.62945388264221
1.58971	1.095287696391526	3.158222462373807	47.37333693560711
1.58972	1.061673402888539	3.060759471352537	45.91139207028803
1.58973	1.031283613958591	2.972862529786354	44.59293794679531
1.58974	1.095837630751309	3.158890826237374	47.38336239356061
1.58975	1.226561309714816	3.536096265604226	53.04144398406338
1.58976	1.298263222108931	3.744772813249039	56.17159219873558
1.58977	1.325315257346563	3.822860868185679	57.34291302278518
1.58978	1.332314110543395	3.842545439010324	57.63818158515485
1.58979	1.345249818430904	3.881353115846387	58.22029673769579
1.58980	1.358438218964956	3.923286186325762	58.84929279488643
1.58981	1.359850030461646	3.934758422122402	59.02137633183604
1.58982	1.361162665590888	3.941798048641085	59.12697072961628
1.58983	1.364830895448932	3.945319343717042	59.17979015575564
1.58984	1.362860794469586	3.933715878279427	59.0057381741914
1.58985	1.35225675661544	3.900120972803329	58.50181459204994
